or_id,status
or_31007442,delivered
or_31007443,delivered
or_31007444,delivered
or_31007445,returned
or_31007446,delivered
or_31007447,delivered
or_31007448,delivered
or_31007449,returned
or_31007450,delivered
or_31007451,delivered
or_31007452,delivered
or_31007453,delivered
or_31007454,delivered
or_31007455,returned
or_31007456,delivered
or_31007457,delivered
or_31007458,delivered
or_31007459,delivered
or_31007460,delivered
or_31007461,delivered
or_31007462,delivered
or_31007463,delivered
or_31007464,returned
or_31007465,delivered
or_31007466,returned
or_31007467,delivered
or_31007468,delivered
or_31007469,delivered
or_31007470,returned
or_31007471,delivered
or_31007472,delivered
or_31007473,delivered
or_31007474,delivered
or_31007475,returned
or_31007476,delivered
or_31007477,delivered
or_31007478,returned
or_31007479,returned
or_31007480,delivered
or_31007481,delivered
or_31007482,delivered
or_31007483,delivered
or_31007484,delivered
or_31007485,delivered
or_31007486,delivered
or_31007487,delivered
or_31007488,delivered
or_31007489,delivered
or_31007490,returned
or_31007491,delivered
or_31007492,delivered
or_31007493,delivered
or_31007494,delivered
or_31007495,returned
or_31007496,delivered
or_31007497,delivered
or_31007498,delivered
or_31007499,delivered
or_31007500,delivered
or_31007501,delivered
or_31007502,returned
or_31007503,delivered
or_31007504,returned
or_31007505,delivered
or_31007506,delivered
or_31007507,delivered
or_31007508,delivered
or_31007509,returned
or_31007509,returned
or_31007510,delivered
or_31007511,delivered
or_31007512,delivered
or_31007513,delivered
or_31007514,delivered
or_31007515,delivered
or_31007516,delivered
or_31007517,delivered
or_31007518,delivered
or_31007519,delivered
or_31007520,delivered
or_31007521,delivered
or_31007522,delivered
or_31007523,delivered
or_31007524,delivered
or_31007525,delivered
or_31007526,delivered
or_31007527,delivered
or_31007528,delivered
or_31007529,delivered
or_31007530,delivered
or_31007531,delivered
or_31007532,returned
or_31007533,returned
or_31007534,returned
or_31007535,delivered
or_31007536,delivered
or_31007537,delivered
or_31007538,returned
or_31007539,delivered
or_31007540,returned
or_31007541,delivered
or_31007542,delivered
or_31007543,delivered
or_31007544,returned
or_31007545,delivered
or_31007546,delivered
or_31007547,delivered
or_31007548,delivered
or_31007549,delivered
or_31007550,delivered
or_31007551,returned
or_31007552,delivered
or_31007553,delivered
or_31007554,delivered
or_31007555,delivered
or_31007556,returned
or_31007557,delivered
or_31007558,delivered
or_31007559,delivered
or_31007560,delivered
or_31007561,delivered
or_31007562,delivered
or_31007563,returned
or_31007564,delivered
or_31007565,delivered
or_31007566,delivered
or_31007567,delivered
or_31007568,delivered
or_31007569,returned
or_31007570,delivered
or_31007571,delivered
or_31007572,returned
or_31007573,delivered
or_31007574,delivered
or_31007575,delivered
or_31007576,delivered
or_31007577,delivered
or_31007578,returned
or_31007578,returned
or_31007579,delivered
or_31007580,delivered
or_31007581,delivered
or_31007582,delivered
or_31007583,delivered
or_31007584,delivered
or_31007585,delivered
or_31007586,delivered
or_31007587,delivered
or_31007588,delivered
or_31007589,returned
or_31007590,delivered
or_31007591,delivered
or_31007592,delivered
or_31007593,delivered
or_31007594,delivered
or_31007595,delivered
or_31007596,delivered
or_31007597,returned
or_31007598,delivered
or_31007599,delivered
or_31007600,delivered
or_31007601,delivered
or_31007602,delivered
or_31007603,delivered
or_31007604,delivered
or_31007605,delivered
or_31007606,delivered
or_31007607,delivered
or_31007608,returned
or_31007609,delivered
or_31007610,delivered
or_31007611,returned
or_31007612,returned
or_31007613,delivered
or_31007614,delivered
or_31007615,delivered
or_31007616,delivered
or_31007617,delivered
or_31007618,returned
or_31007619,delivered
or_31007620,delivered
or_31007621,delivered
or_31007622,delivered
or_31007623,delivered
or_31007624,delivered
or_31007625,delivered
or_31007626,delivered
or_31007627,delivered
or_31007628,delivered
or_31007629,delivered
or_31007630,delivered
or_31007631,delivered
or_31007632,delivered
or_31007633,returned
or_31007633,returned
or_31007634,delivered
or_31007635,returned
or_31007636,delivered
or_31007637,returned
or_31007638,delivered
or_31007639,delivered
or_31007640,delivered
or_31007641,delivered
or_31007642,delivered
or_31007643,delivered
or_31007644,delivered
or_31007645,returned
or_31007645,returned
or_31007645,returned
or_31007646,delivered
or_31007647,delivered
or_31007648,delivered
or_31007649,delivered
or_31007650,delivered
or_31007651,delivered
or_31007652,delivered
or_31007653,delivered
or_31007654,delivered
or_31007655,returned
or_31007656,delivered
or_31007657,delivered
or_31007658,delivered
or_31007659,delivered
or_31007660,returned
or_31007661,delivered
or_31007662,delivered
or_31007663,delivered
or_31007664,delivered
or_31007665,delivered
or_31007666,delivered
or_31007667,returned
or_31007668,delivered
or_31007669,delivered
or_31007670,delivered
or_31007671,delivered
or_31007672,returned
or_31007673,delivered
or_31007674,delivered
or_31007675,returned
or_31007676,delivered
or_31007677,delivered
or_31007678,delivered
or_31007679,delivered
or_31007680,delivered
or_31007681,delivered
or_31007682,delivered
or_31007683,returned
or_31007684,delivered
or_31007685,delivered
or_31007686,delivered
or_31007687,delivered
or_31007688,returned
or_31007689,delivered
or_31007690,returned
or_31007691,returned
or_31007692,delivered
or_31007693,delivered
or_31007694,delivered
or_31007695,delivered
or_31007696,delivered
or_31007697,returned
or_31007698,delivered
or_31007699,delivered
or_31007700,returned
or_31007701,returned
or_31007702,delivered
or_31007703,delivered
or_31007704,delivered
or_31007705,delivered
or_31007706,delivered
or_31007707,delivered
or_31007708,returned
or_31007709,delivered
or_31007710,delivered
or_31007711,delivered
or_31007712,delivered
or_31007713,returned
or_31007714,returned
or_31007715,delivered
or_31007716,delivered
or_31007717,delivered
or_31007718,delivered
or_31007719,delivered
or_31007720,delivered
or_31007721,delivered
or_31007722,delivered
or_31007723,delivered
or_31007724,delivered
or_31007725,delivered
or_31007726,delivered
or_31007727,delivered
or_31007728,delivered
or_31007729,delivered
or_31007730,delivered
or_31007731,returned
or_31007732,delivered
or_31007733,delivered
or_31007734,returned
or_31007735,delivered
or_31007736,delivered
or_31007737,delivered
or_31007738,delivered
or_31007739,delivered
or_31007740,delivered
or_31007741,delivered
or_31007742,delivered
or_31007743,returned
or_31007744,delivered
or_31007745,delivered
or_31007746,returned
or_31007746,returned
or_31007746,returned
or_31007747,delivered
or_31007748,delivered
or_31007749,delivered
or_31007750,delivered
or_31007751,delivered
or_31007752,delivered
or_31007753,delivered
or_31007754,delivered
or_31007755,delivered
or_31007756,delivered
or_31007757,delivered
or_31007758,delivered
or_31007759,delivered
or_31007760,delivered
or_31007761,delivered
or_31007762,delivered
or_31007763,delivered
or_31007764,delivered
or_31007765,delivered
or_31007766,delivered
or_31007767,delivered
or_31007768,delivered
or_31007769,delivered
or_31007770,returned
or_31007771,delivered
or_31007772,delivered
or_31007773,returned
or_31007774,delivered
or_31007775,delivered
or_31007776,delivered
or_31007777,delivered
or_31007778,returned
or_31007779,returned
or_31007780,delivered
or_31007781,delivered
or_31007782,delivered
or_31007783,delivered
or_31007784,delivered
or_31007785,delivered
or_31007786,returned
or_31007787,delivered
or_31007788,delivered
or_31007789,delivered
or_31007790,delivered
or_31007791,delivered
or_31007792,returned
or_31007793,delivered
or_31007794,delivered
or_31007795,delivered
or_31007796,returned
or_31007797,delivered
or_31007798,delivered
or_31007799,delivered
or_31007800,delivered
or_31007801,delivered
or_31007802,returned
or_31007802,returned
or_31007803,returned
or_31007804,delivered
or_31007805,delivered
or_31007806,delivered
or_31007807,delivered
or_31007808,delivered
or_31007809,delivered
or_31007810,delivered
or_31007811,delivered
or_31007812,delivered
or_31007813,delivered
or_31007814,delivered
or_31007815,delivered
or_31007816,delivered
or_31007817,delivered
or_31007818,returned
or_31007819,delivered
or_31007820,delivered
or_31007821,delivered
or_31007822,delivered
or_31007823,delivered
or_31007824,returned
or_31007825,delivered
or_31007826,delivered
or_31007827,delivered
or_31007828,delivered
or_31007829,delivered
or_31007830,delivered
or_31007831,delivered
or_31007832,delivered
or_31007833,delivered
or_31007834,delivered
or_31007835,delivered
or_31007836,delivered
or_31007837,delivered
or_31007838,delivered
or_31007839,returned
or_31007840,delivered
or_31007841,returned
or_31007842,delivered
or_31007843,returned
or_31007844,delivered
or_31007845,delivered
or_31007846,delivered
or_31007847,delivered
or_31007848,delivered
or_31007849,delivered
or_31007850,returned
or_31007851,delivered
or_31007852,delivered
or_31007853,delivered
or_31007854,delivered
or_31007855,delivered
or_31007856,delivered
or_31007857,delivered
or_31007858,delivered
or_31007859,delivered
or_31007860,delivered
or_31007861,delivered
or_31007862,delivered
or_31007863,delivered
or_31007864,delivered
or_31007865,delivered
or_31007866,delivered
or_31007867,delivered
or_31007868,delivered
or_31007869,delivered
or_31007870,delivered
or_31007871,delivered
or_31007872,delivered
or_31007873,returned
or_31007873,returned
or_31007874,delivered
or_31007875,delivered
or_31007876,delivered
or_31007877,returned
or_31007878,delivered
or_31007879,returned
or_31007880,delivered
or_31007881,returned
or_31007882,delivered
or_31007883,delivered
or_31007884,delivered
or_31007885,delivered
or_31007886,returned
or_31007887,delivered
or_31007888,delivered
or_31007889,delivered
or_31007890,delivered
or_31007891,returned
or_31007892,delivered
or_31007893,delivered
or_31007894,delivered
or_31007895,returned
or_31007896,returned
or_31007897,delivered
or_31007898,delivered
or_31007899,delivered
or_31007900,delivered
or_31007901,delivered
or_31007902,returned
or_31007903,delivered
or_31007904,delivered
or_31007905,delivered
or_31007906,delivered
or_31007907,delivered
or_31007908,returned
or_31007909,delivered
or_31007910,delivered
or_31007911,delivered
or_31007912,delivered
or_31007913,delivered
or_31007914,delivered
or_31007915,delivered
or_31007916,delivered
or_31007917,returned
or_31007918,delivered
or_31007919,delivered
or_31007920,returned
or_31007921,returned
or_31007922,delivered
or_31007923,delivered
or_31007924,returned
or_31007925,delivered
or_31007926,delivered
or_31007927,delivered
or_31007928,returned
or_31007929,delivered
or_31007930,delivered
or_31007931,delivered
or_31007932,delivered
or_31007933,delivered
or_31007934,delivered
or_31007935,delivered
or_31007936,delivered
or_31007937,delivered
or_31007938,delivered
or_31007939,delivered
or_31007940,delivered
or_31007941,delivered
or_31007942,delivered
or_31007943,delivered
or_31007944,delivered
or_31007945,delivered
or_31007946,delivered
or_31007947,returned
or_31007948,delivered
or_31007949,delivered
or_31007950,delivered
or_31007951,delivered
or_31007952,delivered
or_31007953,delivered
or_31007954,delivered
or_31007955,returned
or_31007956,delivered
or_31007957,delivered
or_31007958,returned
or_31007959,returned
or_31007960,delivered
or_31007961,delivered
or_31007962,delivered
or_31007963,delivered
or_31007964,delivered
or_31007965,delivered
or_31007966,delivered
or_31007967,delivered
or_31007968,delivered
or_31007969,delivered
or_31007970,delivered
or_31007971,delivered
or_31007972,delivered
or_31007973,delivered
or_31007974,delivered
or_31007975,delivered
or_31007976,delivered
or_31007977,delivered
or_31007978,delivered
or_31007979,delivered
or_31007980,returned
or_31007981,delivered
or_31007982,returned
or_31007983,returned
or_31007984,delivered
or_31007985,delivered
or_31007986,delivered
or_31007987,delivered
or_31007988,delivered
or_31007989,delivered
or_31007990,delivered
or_31007991,delivered
or_31007992,delivered
or_31007993,returned
or_31007993,returned
or_31007994,delivered
or_31007995,delivered
or_31007996,returned
or_31007997,delivered
or_31007998,delivered
or_31007999,delivered
or_31008000,delivered
or_31008001,returned
or_31008002,delivered
or_31008003,delivered
or_31008004,delivered
or_31008005,delivered
or_31008006,delivered
or_31008007,delivered
or_31008008,delivered
or_31008009,delivered
or_31008010,delivered
or_31008011,delivered
or_31008012,returned
or_31008013,delivered
or_31008014,returned
or_31008015,delivered
or_31008016,delivered
or_31008017,returned
or_31008018,delivered
or_31008019,delivered
or_31008020,delivered
or_31008021,delivered
or_31008022,delivered
or_31008023,delivered
or_31008024,delivered
or_31008025,delivered
or_31008026,delivered
or_31008027,returned
or_31008028,returned
or_31008029,delivered
or_31008030,delivered
or_31008031,returned
or_31008032,delivered
or_31008033,returned
or_31008034,delivered
or_31008035,returned
or_31008036,delivered
or_31008037,delivered
or_31008038,delivered
or_31008039,delivered
or_31008040,delivered
or_31008041,delivered
or_31008042,delivered
or_31008043,returned
or_31008044,delivered
or_31008045,delivered
or_31008046,delivered
or_31008047,delivered
or_31008048,delivered
or_31008049,returned
or_31008050,delivered
or_31008051,delivered
or_31008052,delivered
or_31008053,delivered
or_31008054,delivered
or_31008055,delivered
or_31008056,delivered
or_31008057,delivered
or_31008058,delivered
or_31008059,returned
or_31008060,returned
or_31008061,delivered
or_31008062,delivered
or_31008063,delivered
or_31008064,returned
or_31008065,delivered
or_31008066,delivered
or_31008067,delivered
or_31008068,delivered
or_31008069,delivered
or_31008070,delivered
or_31008071,delivered
or_31008072,delivered
or_31008073,delivered
or_31008074,returned
or_31008075,delivered
or_31008076,delivered
or_31008077,delivered
or_31008078,returned
or_31008079,returned
or_31008080,delivered
or_31008081,delivered
or_31008082,delivered
or_31008083,returned
or_31008084,delivered
or_31008085,delivered
or_31008086,delivered
or_31008087,delivered
or_31008088,delivered
or_31008089,delivered
or_31008090,delivered
or_31008091,returned
or_31008092,delivered
or_31008093,returned
or_31008094,returned
or_31008095,delivered
or_31008096,returned
or_31008097,delivered
or_31008098,returned
or_31008099,delivered
or_31008100,delivered
or_31008101,returned
or_31008101,returned
or_31008102,delivered
or_31008103,returned
or_31008104,delivered
or_31008105,returned
or_31008106,returned
or_31008107,delivered
or_31008108,delivered
or_31008109,delivered
or_31008110,delivered
or_31008111,delivered
or_31008112,delivered
or_31008113,delivered
or_31008114,delivered
or_31008115,delivered
or_31008116,delivered
or_31008117,returned
or_31008118,delivered
or_31008119,delivered
or_31008120,returned
or_31008121,delivered
or_31008122,returned
or_31008123,delivered
or_31008124,delivered
or_31008125,returned
or_31008126,delivered
or_31008127,delivered
or_31008128,delivered
or_31008129,delivered
or_31008130,returned
or_31008131,delivered
or_31008132,delivered
or_31008133,delivered
or_31008134,delivered
or_31008135,delivered
or_31008136,delivered
or_31008137,returned
or_31008138,delivered
or_31008139,returned
or_31008139,returned
or_31008140,delivered
or_31008141,delivered
or_31008142,returned
or_31008143,delivered
or_31008144,returned
or_31008145,returned
or_31008146,delivered
or_31008147,delivered
or_31008148,delivered
or_31008149,delivered
or_31008150,delivered
or_31008151,delivered
or_31008152,delivered
or_31008153,delivered
or_31008154,delivered
or_31008155,delivered
or_31008156,delivered
or_31008157,delivered
or_31008158,delivered
or_31008159,delivered
or_31008160,delivered
or_31008161,delivered
or_31008162,delivered
or_31008163,delivered
or_31008164,delivered
or_31008165,delivered
or_31008166,delivered
or_31008167,delivered
or_31008168,delivered
or_31008169,delivered
or_31008170,delivered
or_31008171,delivered
or_31008172,delivered
or_31008173,delivered
or_31008174,delivered
or_31008175,delivered
or_31008176,delivered
or_31008177,delivered
or_31008178,delivered
or_31008179,delivered
or_31008180,delivered
or_31008181,delivered
or_31008182,delivered
or_31008183,delivered
or_31008184,delivered
or_31008185,delivered
or_31008186,delivered
or_31008187,delivered
or_31008188,delivered
or_31008189,delivered
or_31008190,returned
or_31008190,returned
or_31008191,delivered
or_31008192,delivered
or_31008193,delivered
or_31008194,returned
or_31008195,delivered
or_31008196,delivered
or_31008197,delivered
or_31008198,delivered
or_31008199,delivered
or_31008200,delivered
or_31008201,delivered
or_31008202,delivered
or_31008203,returned
or_31008204,delivered
or_31008205,delivered
or_31008206,returned
or_31008207,delivered
or_31008208,delivered
or_31008209,returned
or_31008210,delivered
or_31008211,delivered
or_31008212,delivered
or_31008213,delivered
or_31008214,delivered
or_31008215,delivered
or_31008216,delivered
or_31008217,returned
or_31008218,returned
or_31008219,delivered
or_31008220,returned
or_31008221,delivered
or_31008222,returned
or_31008223,delivered
or_31008224,returned
or_31008225,delivered
or_31008226,delivered
or_31008227,delivered
or_31008228,delivered
or_31008229,returned
or_31008230,delivered
or_31008231,delivered
or_31008232,delivered
or_31008233,returned
or_31008234,delivered
or_31008235,delivered
or_31008236,returned
or_31008237,delivered
or_31008238,delivered
or_31008239,delivered
or_31008240,returned
or_31008241,delivered
or_31008242,delivered
or_31008243,delivered
or_31008244,delivered
or_31008245,delivered
or_31008246,delivered
or_31008247,returned
or_31008248,delivered
or_31008249,delivered
or_31008250,returned
or_31008251,delivered
or_31008252,delivered
or_31008253,delivered
or_31008254,returned
or_31008255,delivered
or_31008256,returned
or_31008257,delivered
or_31008258,delivered
or_31008259,delivered
or_31008260,delivered
or_31008261,delivered
or_31008262,returned
or_31008263,delivered
or_31008264,returned
or_31008265,delivered
or_31008266,delivered
or_31008267,delivered
or_31008268,delivered
or_31008269,delivered
or_31008270,delivered
or_31008271,delivered
or_31008272,delivered
or_31008273,delivered
or_31008274,delivered
or_31008275,returned
or_31008276,delivered
or_31008277,delivered
or_31008278,delivered
or_31008279,returned
or_31008280,delivered
or_31008281,delivered
or_31008282,returned
or_31008283,delivered
or_31008284,delivered
or_31008285,delivered
or_31008286,delivered
or_31008287,delivered
or_31008288,returned
or_31008289,delivered
or_31008290,delivered
or_31008291,delivered
or_31008292,delivered
or_31008293,delivered
or_31008294,delivered
or_31008295,delivered
or_31008296,returned
or_31008297,delivered
or_31008298,delivered
or_31008299,delivered
or_31008300,returned
or_31008301,delivered
or_31008302,delivered
or_31008303,delivered
or_31008304,delivered
or_31008305,returned
or_31008306,delivered
or_31008307,returned
or_31008308,delivered
or_31008309,delivered
or_31008310,delivered
or_31008311,delivered
or_31008312,returned
or_31008313,delivered
or_31008314,returned
or_31008315,delivered
or_31008316,delivered
or_31008317,delivered
or_31008318,delivered
or_31008319,delivered
or_31008320,delivered
or_31008321,returned
or_31008322,delivered
or_31008323,delivered
or_31008324,delivered
or_31008325,delivered
or_31008326,delivered
or_31008327,delivered
or_31008328,delivered
or_31008329,delivered
or_31008330,delivered
or_31008331,returned
or_31008332,delivered
or_31008333,returned
or_31008334,delivered
or_31008335,delivered
or_31008336,delivered
or_31008337,returned
or_31008338,delivered
or_31008339,returned
or_31008340,delivered
or_31008341,delivered
or_31008342,delivered
or_31008343,delivered
or_31008344,delivered
or_31008345,delivered
or_31008346,returned
or_31008347,delivered
or_31008348,delivered
or_31008349,delivered
or_31008350,returned
or_31008351,delivered
or_31008352,delivered
or_31008353,delivered
or_31008354,delivered
or_31008355,delivered
or_31008356,returned
or_31008357,delivered
or_31008358,delivered
or_31008359,delivered
or_31008360,delivered
or_31008361,delivered
or_31008362,delivered
or_31008363,delivered
or_31008364,delivered
or_31008365,delivered
or_31008366,delivered
or_31008367,delivered
or_31008368,delivered
or_31008369,delivered
or_31008370,delivered
or_31008371,delivered
or_31008372,returned
or_31008373,delivered
or_31008374,delivered
or_31008375,returned
or_31008376,delivered
or_31008377,returned
or_31008378,delivered
or_31008379,delivered
or_31008380,delivered
or_31008381,delivered
or_31008382,delivered
or_31008383,delivered
or_31008384,delivered
or_31008385,delivered
or_31008386,delivered
or_31008387,returned
or_31008388,delivered
or_31008389,delivered
or_31008390,delivered
or_31008391,delivered
or_31008392,delivered
or_31008393,delivered
or_31008394,returned
or_31008395,delivered
or_31008396,delivered
or_31008397,delivered
or_31008398,delivered
or_31008399,delivered
or_31008400,delivered
or_31008401,returned
or_31008402,delivered
or_31008403,delivered
or_31008404,delivered
or_31008405,delivered
or_31008406,delivered
or_31008407,delivered
or_31008408,delivered
or_31008409,returned
or_31008410,delivered
or_31008411,returned
or_31008412,delivered
or_31008413,delivered
or_31008414,delivered
or_31008415,returned
or_31008415,returned
or_31008416,delivered
or_31008417,delivered
or_31008418,returned
or_31008419,delivered
or_31008420,delivered
or_31008421,delivered
or_31008422,delivered
or_31008423,delivered
or_31008424,delivered
or_31008425,returned
or_31008425,returned
or_31008425,returned
or_31008426,delivered
or_31008427,delivered
or_31008428,delivered
or_31008429,delivered
or_31008430,delivered
or_31008431,delivered
or_31008432,delivered
or_31008433,returned
or_31008434,delivered
or_31008435,returned
or_31008435,returned
or_31008436,delivered
or_31008437,returned
or_31008438,delivered
or_31008439,delivered
or_31008440,delivered
or_31008441,delivered
or_31008442,returned
or_31008443,delivered
or_31008444,delivered
or_31008445,delivered
or_31008446,delivered
or_31008447,delivered
or_31008448,delivered
or_31008449,delivered
or_31008450,delivered
or_31008451,delivered
or_31008452,returned
or_31008452,returned
or_31008453,delivered
or_31008454,delivered
or_31008455,returned
or_31008456,delivered
or_31008457,delivered
or_31008458,delivered
or_31008459,delivered
or_31008460,returned
or_31008461,delivered
or_31008462,delivered
or_31008463,delivered
or_31008464,delivered
or_31008465,delivered
or_31008466,delivered
or_31008467,delivered
or_31008468,returned
or_31008468,returned
or_31008469,delivered
or_31008470,delivered
or_31008471,returned
or_31008471,returned
or_31008472,delivered
or_31008473,delivered
or_31008474,delivered
or_31008475,delivered
or_31008476,delivered
or_31008477,delivered
or_31008478,delivered
or_31008479,delivered
or_31008480,delivered
or_31008481,returned
or_31008481,returned
or_31008482,returned
or_31008483,delivered
or_31008484,delivered
or_31008485,delivered
or_31008486,delivered
or_31008487,delivered
or_31008488,delivered
or_31008489,delivered
or_31008490,delivered
or_31008491,delivered
or_31008492,delivered
or_31008493,returned
or_31008494,delivered
or_31008495,returned
or_31008496,delivered
or_31008497,delivered
or_31008498,delivered
or_31008499,delivered
or_31008500,delivered
or_31008501,returned
or_31008502,delivered
or_31008503,delivered
or_31008504,returned
or_31008504,returned
or_31008505,delivered
or_31008506,delivered
or_31008507,returned
or_31008508,returned
or_31008508,returned
or_31008509,returned
or_31008510,delivered
or_31008511,delivered
or_31008512,delivered
or_31008513,returned
or_31008514,returned
or_31008514,returned
or_31008515,returned
or_31008516,delivered
or_31008517,delivered
or_31008518,delivered
or_31008519,delivered
or_31008520,delivered
or_31008521,delivered
or_31008522,returned
or_31008523,delivered
or_31008524,delivered
or_31008525,delivered
or_31008526,delivered
or_31008527,delivered
or_31008528,delivered
or_31008529,delivered
or_31008530,delivered
or_31008531,returned
or_31008532,delivered
or_31008533,delivered
or_31008534,delivered
or_31008535,delivered
or_31008536,delivered
or_31008537,delivered
or_31008538,delivered
or_31008539,delivered
or_31008540,delivered
or_31008541,returned
or_31008542,returned
or_31008543,returned
or_31008544,delivered
or_31008545,delivered
or_31008546,delivered
or_31008547,delivered
or_31008548,returned
or_31008549,delivered
or_31008550,returned
or_31008551,returned
or_31008552,returned
or_31008553,delivered
or_31008554,delivered
or_31008555,delivered
or_31008556,returned
or_31008557,delivered
or_31008558,delivered
or_31008559,delivered
or_31008560,delivered
or_31008561,returned
or_31008562,delivered
or_31008563,returned
or_31008564,returned
or_31008565,delivered
or_31008566,delivered
or_31008567,delivered
or_31008568,returned
or_31008569,delivered
or_31008570,delivered
or_31008571,returned
or_31008572,delivered
or_31008573,delivered
or_31008574,delivered
or_31008575,delivered
or_31008576,returned
or_31008577,delivered
or_31008578,delivered
or_31008579,returned
or_31008580,delivered
or_31008581,delivered
or_31008582,delivered
or_31008583,delivered
or_31008584,delivered
or_31008585,returned
or_31008586,returned
or_31008587,delivered
or_31008588,delivered
or_31008589,delivered
or_31008590,returned
or_31008590,returned
or_31008590,returned
or_31008591,delivered
or_31008592,delivered
or_31008593,delivered
or_31008594,delivered
or_31008595,delivered
or_31008596,delivered
or_31008597,delivered
or_31008598,delivered
or_31008599,returned
or_31008600,delivered
or_31008601,delivered
or_31008602,delivered
or_31008603,delivered
or_31008604,delivered
or_31008605,returned
or_31008606,delivered
or_31008607,delivered
or_31008608,delivered
or_31008609,delivered
or_31008610,delivered
or_31008611,delivered
or_31008612,delivered
or_31008613,delivered
or_31008614,delivered
or_31008615,delivered
or_31008616,delivered
or_31008617,delivered
or_31008618,returned
or_31008619,delivered
or_31008620,delivered
or_31008621,delivered
or_31008622,delivered
or_31008623,delivered
or_31008624,delivered
or_31008625,delivered
or_31008626,delivered
or_31008627,delivered
or_31008628,delivered
or_31008629,delivered
or_31008630,delivered
or_31008631,returned
or_31008632,delivered
or_31008633,returned
or_31008634,delivered
or_31008635,returned
or_31008635,returned
or_31008636,delivered
or_31008637,delivered
or_31008638,delivered
or_31008639,delivered
or_31008640,delivered
or_31008641,delivered
or_31008642,delivered
or_31008643,delivered
or_31008644,delivered
or_31008645,delivered
or_31008646,delivered
or_31008647,returned
or_31008647,returned
or_31008648,delivered
or_31008649,delivered
or_31008650,delivered
or_31008651,delivered
or_31008652,delivered
or_31008653,delivered
or_31008654,delivered
or_31008655,returned
or_31008656,delivered
or_31008657,delivered
or_31008658,delivered
or_31008659,delivered
or_31008660,delivered
or_31008661,delivered
or_31008662,returned
or_31008663,delivered
or_31008664,delivered
or_31008665,returned
or_31008666,delivered
or_31008667,returned
or_31008668,delivered
or_31008669,delivered
or_31008670,delivered
or_31008671,delivered
or_31008672,delivered
or_31008673,delivered
or_31008674,delivered
or_31008675,delivered
or_31008676,delivered
or_31008677,delivered
or_31008678,delivered
or_31008679,returned
or_31008680,delivered
or_31008681,delivered
or_31008682,delivered
or_31008683,delivered
or_31008684,delivered
or_31008685,delivered
or_31008686,delivered
or_31008687,returned
or_31008688,delivered
or_31008689,delivered
or_31008690,returned
or_31008691,returned
or_31008692,delivered
or_31008693,delivered
or_31008694,returned
or_31008695,delivered
or_31008696,delivered
or_31008697,delivered
or_31008698,delivered
or_31008699,delivered
or_31008700,delivered
or_31008701,delivered
or_31008702,delivered
or_31008703,delivered
or_31008704,delivered
or_31008705,returned
or_31008705,returned
or_31008706,delivered
or_31008707,delivered
or_31008708,delivered
or_31008709,delivered
or_31008710,delivered
or_31008711,returned
or_31008712,delivered
or_31008713,delivered
or_31008714,delivered
or_31008715,delivered
or_31008716,delivered
or_31008717,delivered
or_31008718,delivered
or_31008719,returned
or_31008720,delivered
or_31008721,returned
or_31008722,delivered
or_31008723,delivered
or_31008724,delivered
or_31008725,delivered
or_31008726,delivered
or_31008727,delivered
or_31008728,returned
or_31008728,returned
or_31008729,delivered
or_31008730,delivered
or_31008731,delivered
or_31008732,delivered
or_31008733,returned
or_31008734,returned
or_31008735,delivered
or_31008736,delivered
or_31008737,delivered
or_31008738,delivered
or_31008739,delivered
or_31008740,returned
or_31008740,returned
or_31008741,delivered
or_31008742,delivered
or_31008743,delivered
or_31008744,delivered
or_31008745,returned
or_31008746,delivered
or_31008747,delivered
or_31008748,delivered
or_31008749,returned
or_31008750,returned
or_31008751,delivered
or_31008752,returned
or_31008753,delivered
or_31008754,delivered
or_31008755,delivered
or_31008756,delivered
or_31008757,delivered
or_31008758,delivered
or_31008759,delivered
or_31008760,delivered
or_31008761,delivered
or_31008762,delivered
or_31008763,delivered
or_31008764,delivered
or_31008765,delivered
or_31008766,returned
or_31008766,returned
or_31008767,returned
or_31008768,returned
or_31008769,delivered
or_31008770,delivered
or_31008771,delivered
or_31008772,delivered
or_31008773,delivered
or_31008774,delivered
or_31008775,delivered
or_31008776,delivered
or_31008777,delivered
or_31008778,delivered
or_31008779,delivered
or_31008780,delivered
or_31008781,delivered
or_31008782,delivered
or_31008783,delivered
or_31008784,delivered
or_31008785,delivered
or_31008786,delivered
or_31008787,delivered
or_31008788,delivered
or_31008789,delivered
or_31008790,delivered
or_31008791,returned
or_31008792,delivered
or_31008793,delivered
or_31008794,delivered
or_31008795,delivered
or_31008796,delivered
or_31008797,delivered
or_31008798,delivered
or_31008799,delivered
or_31008800,delivered
or_31008801,delivered
or_31008802,delivered
or_31008803,delivered
or_31008804,delivered
or_31008805,delivered
or_31008806,delivered
or_31008807,delivered
or_31008808,delivered
or_31008809,delivered
or_31008810,delivered
or_31008811,delivered
or_31008812,delivered
or_31008813,delivered
or_31008814,delivered
or_31008815,delivered
or_31008816,delivered
or_31008817,delivered
or_31008818,delivered
or_31008819,delivered
or_31008820,delivered
or_31008821,delivered
or_31008822,returned
or_31008823,delivered
or_31008824,delivered
or_31008825,delivered
or_31008826,delivered
or_31008827,delivered
or_31008828,delivered
or_31008829,returned
or_31008830,delivered
or_31008831,delivered
or_31008832,delivered
or_31008833,returned
or_31008834,delivered
or_31008835,delivered
or_31008836,delivered
or_31008837,delivered
